time,200,422 
0,1.8,0.9 
10,1.6,0.8 
20,1.6,0.8 
30,2.6,1.3 
40,2.4,1.2 
50,6.6,3.3 
60,7.4,3.7 
70,7,3.5 
80,7.2,3.6 
90,15.2,7.6 
100,12.2,6.1 
