time,users_count,finish_users_count 
0,0.7,0.7 
10,1,1 
20,1.1,1.1 
30,2.5,2.5 
40,2.7,2.6 
50,1,1.1 
60,3.2,3.2 
70,4.4,4.4 
80,4.4,4.4 
90,6.9,6.9 
