time,freemem@tsung_controller@ip-172-31-16-249 
0,3521.65625 
10,3521.65625 
20,3521.65625 
30,3514.04296875 
40,3514.04296875 
50,3514.04296875 
60,3514.04296875 
70,3514.04296875 
80,3514.04296875 
90,3514.04296875 
