time,freemem@tsung_controller@ip-172-31-20-83 
0,3517.38671875 
10,3518.640625 
20,3513.875 
30,3517.078125 
40,3516.95703125 
50,3516.0 
60,3515.6640625 
70,3515.6640625 
80,3515.37890625 
90,3515.14453125 
100,3514.9765625 
