time,size_sent,size_rcv 
0,11.1625,52.6640625 
10,9.94375,46.8125 
20,9.9234375,46.8125 
30,16.178125,76.0703125 
40,14.909375,70.21875 
50,40.9375,193.096875 
60,45.88125,216.5078125 
70,43.475,204.8046875 
80,44.69375,210.65625 
90,94.3203125,444.71875 
100,75.7328125,356.940625 
