time,connect,request 
0,0.9,2.7 
10,0.8,2.4 
20,0.8,2.4 
30,1.3,3.9 
40,1.2,3.6 
50,3.3,9.9 
60,3.7,11.1 
70,3.5,10.5 
80,3.6,10.8 
90,7.6,22.8 
100,6.1,18.3 
