time,connect,request 
0,5.089855697906396,5.80180574327106 
10,0.09091562022007,0.19437077969694952 
20,0.04526219909225207,0.13051692099749607 
30,0.23962928776665748,1.1141464176669065 
40,0.2583309083773414,1.6514046435644985 
50,0.0726567271489708,0.13959823303561775 
60,2.1846344707319023,2.3136298656711376 
70,0.2171208189004453,0.7498272660345773 
80,0.38304422817799644,0.8373643413878088 
90,18.429539384704302,19.991189584755897 
100,0.4510430245480196,1.5266232888336275 
