time,page 
0,10.216214285714287 
10,6.952 
20,6.977 
30,7.209399999999999 
40,7.411913043478258 
50,6.942 
60,7.626807692307695 
70,7.027266666666663 
80,7.1164528301886785 
90,12.078971014492751 
100,7.1460256410256395 
