time,cpu@tsung_controller@ip-172-31-16-249 
0,2.1294038079232678 
10,0.20060180541624875 
20,0.3996003996003996 
30,3.4965034965034967 
40,2.3 
50,1.6016016016016015 
60,0.3003003003003003 
70,1.7051153460381143 
