time,cpu@tsung_controller@ip-172-31-16-249 
0,2.1294038079232678 
10,2.1294038079232678 
20,2.1294038079232678 
30,3.4965034965034967 
40,3.4965034965034967 
50,3.4965034965034967 
60,3.4965034965034967 
70,3.4965034965034967 
