time,size_sent,size_rcv 
0,6.6640625,28.909375 
10,4.8578125,21.025 
20,6.68125,28.909375 
30,7.296875,31.5375 
40,16.3921875,70.959375 
50,9.1296875,39.421875 
60,16.9859375,73.5875 
70,30.315625,131.40625 
