time,session 
0,6.4543847384580975 
10,1.9344791030145563 
20,0.12602455117952172 
30,1.0654138867125769 
40,1.5654330197284703 
50,0.22285239579465735 
60,2.298337451920281 
70,0.7096426369492667 
80,0.8428065242807762 
90,19.97571314402233 
100,1.5114982367002563 
